from_id,to_id,distance_km,travel_time_minutes
91,157,0.48,1.15
91,159,0.179,1.0
91,164,0.651,1.56
91,167,0.606,1.45
91,170,0.116,1.0
91,171,0.686,1.65
91,173,0.558,1.34
91,175,0.465,1.12
91,181,0.62,1.49
91,182,0.41,1.0
91,183,0.214,1.0
91,184,0.663,1.59
91,186,0.342,1.0
91,188,0.365,1.0
91,189,0.498,1.19
91,190,0.581,1.39
91,191,0.599,1.44
91,192,0.395,1.0
91,193,0.183,1.0
91,197,0.452,1.08
91,199,0.108,1.0
91,200,0.515,1.24
91,602,0.576,1.38
91,603,0.492,1.18
91,616,0.525,1.26
91,617,0.479,1.15
91,618,0.576,1.38
92,1,0.198,1.0
92,2,0.48,1.15
92,3,0.412,1.0
92,4,0.105,1.0
92,5,0.3,1.0
92,6,0.637,1.53
92,7,0.308,1.0
92,8,0.464,1.11
92,9,0.694,1.67
92,10,0.166,1.0
92,11,0.396,1.0
92,12,0.442,1.06
92,13,0.314,1.0
92,14,0.296,1.0
92,15,0.35,1.0
92,16,0.424,1.02
92,19,0.345,1.0
92,20,0.346,1.0
92,21,0.15,1.0
92,22,0.506,1.21
92,23,0.378,1.0
92,24,0.423,1.02
92,25,0.379,1.0
92,26,0.485,1.16
92,28,0.51,1.22
92,30,0.528,1.27
92,31,0.565,1.36
92,33,0.494,1.19
92,34,0.297,1.0
92,35,0.522,1.25
92,37,0.191,1.0
92,38,0.364,1.0
92,39,0.334,1.0
92,40,0.493,1.18
92,41,0.419,1.01
92,43,0.49,1.18
92,44,0.477,1.14
92,45,0.256,1.0
92,46,0.662,1.59
92,47,0.201,1.0
92,48,0.459,1.1
92,49,0.489,1.17
92,51,0.511,1.23
92,52,0.599,1.44
92,53,0.625,1.5
92,54,0.325,1.0
92,56,0.199,1.0
92,57,0.481,1.15
92,58,0.686,1.65
92,59,0.667,1.6
92,60,0.418,1.0
92,61,0.486,1.17
92,62,0.459,1.1
92,63,0.193,1.0
92,65,0.631,1.51
92,66,0.292,1.0
92,68,0.342,1.0
92,69,0.562,1.35
92,70,0.256,1.0
92,73,0.494,1.18
92,75,0.344,1.0
92,76,0.443,1.06
92,78,0.208,1.0
92,79,0.684,1.64
92,80,0.329,1.0
92,81,0.443,1.06
92,83,0.134,1.0
92,84,0.606,1.45
92,85,0.263,1.0
92,86,0.376,1.0
92,88,0.238,1.0
92,89,0.312,1.0
92,90,0.679,1.63
92,91,0.623,1.5
92,93,0.576,1.38
92,94,0.205,1.0
92,95,0.408,1.0
92,96,0.544,1.3
92,99,0.338,1.0
92,100,0.644,1.55
92,153,0.608,1.46
92,154,0.18,1.0
92,157,0.53,1.27
92,159,0.499,1.2
92,164,0.335,1.0
92,169,0.33,1.0
92,170,0.62,1.49
92,173,0.232,1.0
92,180,0.695,1.67
92,183,0.423,1.02
92,184,0.181,1.0
92,188,0.569,1.36
92,190,0.15,1.0
92,192,0.308,1.0
92,193,0.503,1.21
92,194,0.641,1.54
92,197,0.215,1.0
92,199,0.572,1.37
92,601,0.21,1.0
92,602,0.202,1.0
92,603,0.699,1.68
92,618,0.202,1.0
93,1,0.39,1.0
93,2,0.461,1.11
93,4,0.605,1.45
93,5,0.347,1.0
93,6,0.688,1.65
93,8,0.433,1.04
93,10,0.466,1.12
93,12,0.343,1.0
93,14,0.614,1.47
93,18,0.31,1.0
93,21,0.428,1.03
93,22,0.571,1.37
93,25,0.345,1.0
93,26,0.285,1.0
93,28,0.457,1.1
93,32,0.3,1.0
93,34,0.463,1.11
93,35,0.392,1.0
93,38,0.397,1.0
93,40,0.487,1.17
93,41,0.186,1.0
93,42,0.582,1.4
93,43,0.231,1.0
93,45,0.56,1.34
93,52,0.642,1.54
93,53,0.435,1.04
93,54,0.697,1.67
93,57,0.208,1.0
93,59,0.352,1.0
93,60,0.366,1.0
93,66,0.288,1.0
93,70,0.535,1.28
93,71,0.257,1.0
93,72,0.625,1.5
93,73,0.098,1.0
93,74,0.509,1.22
93,75,0.462,1.11
93,77,0.167,1.0
93,78,0.562,1.35
93,79,0.235,1.0
93,80,0.377,1.0
93,83,0.541,1.3
93,84,0.53,1.27
93,85,0.384,1.0
93,87,0.445,1.07
93,88,0.614,1.47
93,90,0.111,1.0
93,92,0.576,1.38
93,94,0.692,1.66
93,95,0.543,1.3
93,96,0.056,1.0
93,98,0.501,1.2
93,99,0.309,1.0
93,154,0.4,1.0
93,159,0.63,1.51
93,164,0.245,1.0
93,173,0.37,1.0
93,183,0.627,1.5
93,190,0.435,1.04
93,197,0.695,1.67
93,550,0.584,1.4
93,601,0.444,1.06
93,602,0.388,1.0
93,604,0.671,1.61
93,618,0.388,1.0
94,1,0.369,1.0
94,2,0.682,1.64
94,3,0.243,1.0
94,4,0.295,1.0
94,5,0.483,1.16
94,7,0.475,1.14
94,8,0.434,1.04
94,10,0.364,1.0
94,11,0.209,1.0
94,12,0.632,1.52
94,13,0.414,1.0
94,14,0.494,1.18
94,15,0.244,1.0
94,16,0.238,1.0
94,19,0.203,1.0
94,20,0.271,1.0
94,21,0.316,1.0
94,23,0.558,1.34
94,24,0.607,1.46
94,25,0.403,1.0
94,26,0.665,1.6
94,28,0.471,1.13
94,31,0.639,1.53
94,33,0.356,1.0
94,34,0.5,1.2
94,37,0.234,1.0
94,38,0.364,1.0
94,39,0.364,1.0
94,40,0.696,1.67
94,41,0.512,1.23
94,43,0.66,1.58
94,44,0.575,1.38
94,45,0.459,1.1
94,47,0.017,1.0
94,48,0.616,1.48
94,49,0.583,1.4
94,51,0.559,1.34
94,52,0.494,1.19
94,54,0.508,1.22
94,56,0.032,1.0
94,57,0.543,1.3
94,58,0.58,1.39
94,60,0.424,1.02
94,61,0.308,1.0
94,62,0.27,1.0
94,63,0.284,1.0
94,65,0.48,1.15
94,66,0.44,1.06
94,68,0.501,1.2
94,69,0.679,1.63
94,70,0.195,1.0
94,73,0.598,1.44
94,75,0.547,1.31
94,76,0.474,1.14
94,78,0.411,1.0
94,80,0.522,1.25
94,81,0.574,1.38
94,83,0.153,1.0
94,85,0.452,1.08
94,86,0.316,1.0
94,88,0.115,1.0
94,89,0.486,1.17
94,91,0.462,1.11
94,92,0.205,1.0
94,93,0.692,1.66
94,95,0.613,1.47
94,96,0.649,1.56
94,99,0.398,1.0
94,100,0.666,1.6
94,153,0.438,1.05
94,154,0.343,1.0
94,157,0.338,1.0
94,159,0.384,1.0
94,164,0.452,1.08
94,167,0.685,1.64
94,169,0.387,1.0
94,170,0.435,1.04
94,172,0.631,1.52
94,173,0.323,1.0
94,177,0.658,1.58
94,178,0.681,1.63
94,180,0.581,1.39
94,183,0.299,1.0
94,184,0.202,1.0
94,188,0.364,1.0
94,190,0.273,1.0
94,192,0.103,1.0
94,193,0.314,1.0
94,194,0.528,1.27
94,197,0.011,1.0
94,199,0.439,1.05
94,601,0.408,1.0
94,602,0.31,1.0
94,603,0.5,1.2
94,618,0.31,1.0
95,1,0.312,1.0
95,2,0.128,1.0
95,4,0.33,1.0
95,5,0.237,1.0
95,6,0.233,1.0
95,7,0.285,1.0
95,9,0.29,1.0
95,10,0.262,1.0
95,12,0.208,1.0
95,13,0.446,1.07
95,14,0.158,1.0
95,18,0.489,1.17
95,20,0.677,1.62
95,21,0.346,1.0
95,22,0.099,1.0
95,23,0.232,1.0
95,24,0.225,1.0
95,25,0.602,1.44
95,26,0.277,1.0
95,29,0.429,1.03
95,30,0.189,1.0
95,31,0.621,1.49
95,34,0.13,1.0
95,35,0.216,1.0
95,37,0.497,1.19
95,38,0.623,1.49
95,39,0.562,1.35
95,40,0.121,1.0
95,41,0.51,1.22
95,43,0.324,1.0
95,44,0.515,1.24
95,45,0.16,1.0
95,46,0.434,1.04
95,47,0.608,1.46
95,48,0.342,1.0
95,49,0.531,1.27
95,51,0.633,1.52
95,53,0.291,1.0
95,54,0.223,1.0
95,56,0.605,1.45
95,57,0.601,1.44
95,59,0.392,1.0
95,60,0.65,1.56
95,63,0.444,1.07
95,66,0.353,1.0
95,68,0.309,1.0
95,69,0.517,1.24
95,70,0.61,1.46
95,72,0.467,1.12
95,73,0.523,1.25
95,75,0.096,1.0
95,76,0.619,1.48
95,78,0.208,1.0
95,79,0.492,1.18
95,80,0.184,1.0
95,81,0.419,1.0
95,82,0.44,1.06
95,83,0.508,1.22
95,84,0.221,1.0
95,85,0.228,1.0
95,86,0.685,1.64
95,88,0.628,1.51
95,89,0.261,1.0
95,90,0.649,1.56
95,92,0.408,1.0
95,93,0.543,1.3
95,94,0.613,1.47
95,96,0.552,1.32
95,97,0.512,1.23
95,99,0.531,1.27
95,154,0.339,1.0
95,164,0.428,1.03
95,169,0.521,1.25
95,173,0.455,1.09
95,184,0.515,1.23
95,190,0.415,1.0
95,197,0.623,1.49
95,601,0.227,1.0
95,602,0.428,1.03
95,604,0.379,1.0
95,618,0.428,1.03
96,1,0.366,1.0
96,2,0.481,1.15
96,3,0.662,1.59
96,4,0.581,1.39
96,5,0.339,1.0
96,8,0.377,1.0
96,10,0.447,1.07
96,12,0.36,1.0
96,14,0.608,1.46
96,18,0.363,1.0
96,21,0.399,1.0
96,22,0.588,1.41
96,25,0.29,1.0
96,26,0.309,1.0
96,28,0.401,1.0
96,32,0.271,1.0
96,34,0.46,1.1
96,35,0.419,1.01
96,38,0.343,1.0
96,40,0.506,1.21
96,41,0.137,1.0
96,42,0.551,1.32
96,43,0.256,1.0
96,45,0.552,1.32
96,47,0.658,1.58
96,52,0.586,1.41
96,53,0.472,1.13
96,54,0.69,1.66
96,56,0.668,1.6
96,57,0.152,1.0
96,59,0.397,1.0
96,60,0.31,1.0
96,66,0.264,1.0
96,70,0.486,1.17
96,71,0.249,1.0
96,72,0.671,1.61
96,73,0.051,1.0
96,74,0.484,1.16
96,75,0.465,1.12
96,77,0.182,1.0
96,78,0.549,1.32
96,79,0.289,1.0
96,80,0.377,1.0
96,83,0.499,1.2
96,84,0.56,1.34
96,85,0.374,1.0
96,87,0.452,1.08
96,88,0.566,1.36
96,90,0.136,1.0
96,92,0.544,1.3
96,93,0.056,1.0
96,94,0.649,1.56
96,95,0.552,1.32
96,98,0.525,1.26
96,99,0.259,1.0
96,154,0.372,1.0
96,159,0.574,1.38
96,164,0.209,1.0
96,173,0.329,1.0
96,183,0.572,1.37
96,190,0.399,1.0
96,197,0.651,1.56
96,199,0.646,1.55
96,550,0.639,1.53
96,601,0.429,1.03
96,602,0.349,1.0
96,618,0.349,1.0
97,2,0.432,1.04
97,5,0.653,1.57
97,6,0.329,1.0
97,9,0.293,1.0
97,12,0.51,1.22
97,14,0.663,1.59
97,18,0.468,1.12
97,22,0.415,1.0
97,23,0.687,1.65
97,24,0.65,1.56
97,26,0.515,1.24
97,27,0.2,1.0
97,29,0.476,1.14
97,30,0.504,1.21
97,34,0.613,1.47
97,35,0.42,1.01
97,36,0.416,1.0
97,40,0.417,1.0
97,43,0.556,1.33
97,45,0.672,1.61
97,46,0.69,1.66
97,53,0.331,1.0
97,59,0.396,1.0
97,72,0.128,1.0
97,75,0.565,1.36
97,79,0.536,1.29
97,80,0.603,1.45
97,82,0.133,1.0
97,84,0.305,1.0
97,85,0.673,1.61
97,95,0.512,1.23
97,550,0.617,1.48
97,604,0.133,1.0
98,17,0.398,1.0
98,18,0.585,1.4
98,32,0.428,1.03
98,41,0.651,1.56
98,42,0.524,1.26
98,43,0.69,1.66
98,55,0.228,1.0
98,57,0.611,1.47
98,59,0.687,1.65
98,71,0.334,1.0
98,73,0.575,1.38
98,74,0.439,1.05
98,77,0.344,1.0
98,79,0.544,1.3
98,87,0.164,1.0
98,90,0.392,1.0
98,93,0.501,1.2
98,96,0.525,1.26
98,550,0.509,1.22
99,1,0.234,1.0
99,2,0.52,1.25
99,3,0.411,1.0
99,4,0.41,1.0
99,5,0.297,1.0
99,7,0.596,1.43
99,8,0.196,1.0
99,10,0.316,1.0
99,11,0.595,1.43
99,12,0.414,1.0
99,13,0.647,1.55
99,14,0.516,1.24
99,15,0.633,1.52
99,16,0.622,1.49
99,18,0.57,1.37
99,19,0.601,1.44
99,20,0.648,1.56
99,21,0.231,1.0
99,22,0.604,1.45
99,23,0.634,1.52
99,24,0.666,1.6
99,25,0.071,1.0
99,26,0.405,1.0
99,28,0.241,1.0
99,32,0.386,1.0
99,34,0.405,1.0
99,35,0.501,1.2
99,37,0.524,1.26
99,38,0.108,1.0
99,39,0.671,1.61
99,40,0.544,1.31
99,41,0.123,1.0
99,42,0.607,1.46
99,43,0.371,1.0
99,45,0.456,1.1
99,47,0.409,1.0
99,52,0.406,1.0
99,53,0.589,1.41
99,54,0.584,1.4
99,56,0.42,1.01
99,57,0.148,1.0
99,59,0.564,1.35
99,60,0.119,1.0
99,61,0.474,1.14
99,62,0.486,1.17
99,63,0.531,1.28
99,66,0.182,1.0
99,68,0.635,1.52
99,70,0.227,1.0
99,71,0.434,1.04
99,73,0.211,1.0
99,74,0.573,1.38
99,75,0.435,1.05
99,77,0.42,1.01
99,78,0.431,1.03
99,79,0.505,1.21
99,80,0.354,1.0
99,83,0.256,1.0
99,84,0.636,1.53
99,85,0.304,1.0
99,86,0.687,1.65
99,87,0.65,1.56
99,88,0.308,1.0
99,89,0.59,1.42
99,90,0.388,1.0
99,91,0.533,1.28
99,92,0.338,1.0
99,93,0.309,1.0
99,94,0.398,1.0
99,95,0.531,1.27
99,96,0.259,1.0
99,154,0.217,1.0
99,159,0.356,1.0
99,164,0.12,1.0
99,169,0.668,1.6
99,170,0.593,1.42
99,173,0.108,1.0
99,183,0.332,1.0
99,184,0.507,1.22
99,188,0.682,1.64
99,190,0.191,1.0
99,192,0.46,1.1
99,193,0.517,1.24
99,197,0.399,1.0
99,199,0.437,1.05
99,601,0.325,1.0
99,602,0.142,1.0
99,618,0.142,1.0
100,4,0.591,1.42
100,7,0.493,1.18
100,11,0.628,1.51
100,13,0.356,1.0
100,14,0.629,1.51
100,15,0.461,1.11
100,16,0.63,1.51
100,19,0.527,1.27
100,20,0.414,1.0
100,23,0.547,1.31
100,24,0.573,1.37
100,31,0.172,1.0
100,33,0.489,1.17
100,37,0.462,1.11
100,39,0.314,1.0
100,44,0.265,1.0
100,45,0.663,1.59
100,46,0.577,1.38
100,47,0.648,1.56
100,48,0.463,1.11
100,49,0.25,1.0
100,50,0.139,1.0
100,51,0.145,1.0
100,54,0.552,1.32
100,56,0.634,1.52
100,58,0.409,1.0
100,63,0.452,1.08
100,64,0.203,1.0
100,65,0.551,1.32
100,67,0.646,1.55
100,68,0.466,1.12
100,69,0.322,1.0
100,76,0.202,1.0
100,78,0.645,1.55
100,81,0.366,1.0
100,86,0.369,1.0
100,89,0.516,1.24
100,92,0.644,1.55
100,94,0.666,1.6
100,112,0.671,1.61
100,114,0.469,1.13
100,122,0.38,1.0
100,143,0.363,1.0
100,153,0.615,1.48
100,157,0.683,1.64
100,160,0.13,1.0
100,163,0.646,1.55
100,169,0.315,1.0
100,172,0.672,1.61
100,180,0.438,1.05
100,184,0.485,1.16
100,194,0.422,1.01
100,197,0.673,1.62
100,198,0.693,1.66
100,534,0.529,1.27
100,629,0.695,1.67
101,108,0.443,1.06
101,111,0.429,1.03
101,113,0.565,1.36
101,127,0.659,1.58
101,128,0.509,1.22
101,131,0.492,1.18
101,146,0.297,1.0
101,150,0.56,1.34
102,103,0.51,1.22
102,104,0.387,1.0
102,107,0.675,1.62
102,110,0.458,1.1
102,111,0.428,1.03
102,113,0.54,1.3
102,116,0.321,1.0
102,118,0.405,1.0
102,119,0.102,1.0
102,120,0.677,1.63
102,124,0.586,1.41
102,125,0.347,1.0
102,127,0.472,1.13
102,129,0.329,1.0
102,131,0.621,1.49
102,132,0.486,1.17
102,133,0.381,1.0
102,135,0.239,1.0
102,136,0.107,1.0
102,138,0.331,1.0
102,139,0.569,1.37
102,141,0.226,1.0
102,142,0.389,1.0
102,144,0.067,1.0
102,145,0.578,1.39
102,146,0.641,1.54
102,147,0.384,1.0
102,148,0.351,1.0
102,149,0.299,1.0
103,102,0.51,1.22
103,104,0.189,1.0
103,106,0.686,1.65
103,107,0.166,1.0
103,109,0.427,1.03
103,110,0.571,1.37
103,112,0.448,1.08
103,114,0.564,1.35
103,116,0.565,1.36
103,117,0.425,1.02
103,118,0.369,1.0
103,119,0.602,1.45
103,120,0.382,1.0
103,121,0.305,1.0
103,124,0.495,1.19
103,125,0.336,1.0
103,126,0.562,1.35
103,129,0.591,1.42
103,132,0.191,1.0
103,135,0.283,1.0
103,136,0.561,1.35
103,138,0.469,1.13
103,140,0.542,1.3
103,141,0.371,1.0
103,142,0.26,1.0
103,143,0.657,1.58
103,144,0.449,1.08
103,145,0.119,1.0
103,147,0.264,1.0
103,148,0.58,1.39
103,149,0.252,1.0
104,102,0.387,1.0
104,103,0.189,1.0
104,106,0.594,1.42
104,107,0.324,1.0
104,109,0.611,1.47
104,110,0.385,1.0
104,112,0.636,1.53
104,113,0.685,1.64
104,116,0.378,1.0
104,117,0.585,1.4
104,118,0.187,1.0
104,119,0.464,1.11
104,120,0.54,1.3
104,121,0.424,1.02
104,123,0.602,1.45
104,124,0.345,1.0
104,125,0.367,1.0
104,126,0.538,1.29
104,127,0.578,1.39
104,129,0.404,1.0
104,132,0.101,1.0
104,135,0.15,1.0
104,136,0.466,1.12
104,138,0.28,1.0
104,139,0.611,1.47
104,140,0.442,1.06
104,141,0.338,1.0
104,142,0.32,1.0
104,144,0.321,1.0
104,145,0.203,1.0
104,147,0.321,1.0
104,148,0.571,1.37
104,149,0.088,1.0
105,46,0.653,1.57
105,50,0.668,1.6
105,64,0.587,1.41
105,69,0.669,1.6
105,121,0.671,1.61
105,126,0.662,1.59
105,160,0.668,1.6
105,534,0.341,1.0
105,609,0.248,1.0
106,103,0.686,1.65
106,104,0.594,1.42
106,107,0.671,1.61
106,110,0.493,1.18
106,116,0.639,1.53
106,118,0.485,1.16
106,121,0.61,1.46
106,123,0.287,1.0
106,124,0.304,1.0
106,126,0.24,1.0
106,129,0.653,1.57
106,130,0.221,1.0
106,132,0.515,1.24
106,138,0.571,1.37
106,139,0.632,1.52
106,140,0.152,1.0
106,145,0.58,1.39
106,149,0.646,1.55
106,628,0.675,1.62
107,102,0.675,1.62
107,103,0.166,1.0
107,104,0.324,1.0
107,106,0.671,1.61
107,109,0.388,1.0
107,110,0.676,1.62
107,112,0.385,1.0
107,114,0.441,1.06
107,116,0.698,1.67
107,117,0.448,1.08
107,118,0.476,1.14
107,120,0.416,1.0
107,121,0.15,1.0
107,122,0.628,1.51
107,124,0.551,1.32
107,125,0.481,1.16
107,126,0.497,1.19
107,132,0.275,1.0
107,135,0.443,1.06
107,138,0.595,1.43
107,140,0.544,1.31
107,141,0.533,1.28
107,142,0.4,1.0
107,143,0.518,1.24
107,144,0.613,1.47
107,145,0.134,1.0
107,147,0.406,1.0
107,149,0.402,1.0
107,534,0.552,1.32
108,101,0.443,1.06
108,128,0.33,1.0
108,146,0.732,1.76
109,50,0.635,1.52
109,64,0.652,1.56
109,103,0.427,1.03
109,104,0.611,1.47
109,107,0.388,1.0
109,112,0.064,1.0
109,114,0.284,1.0
109,117,0.161,1.0
109,120,0.177,1.0
109,121,0.481,1.15
109,122,0.372,1.0
109,125,0.493,1.18
109,132,0.614,1.47
109,134,0.622,1.49
109,135,0.656,1.57
109,137,0.58,1.39
109,141,0.606,1.45
109,142,0.434,1.04
109,143,0.402,1.0
109,145,0.495,1.19
109,147,0.44,1.05
109,148,0.691,1.66
109,149,0.652,1.57
109,160,0.648,1.55
109,163,0.479,1.15
109,185,0.371,1.0
109,534,0.681,1.63
109,629,0.667,1.6
110,102,0.458,1.1
110,103,0.571,1.37
110,104,0.385,1.0
110,106,0.493,1.18
110,107,0.676,1.62
110,111,0.515,1.24
110,113,0.352,1.0
110,115,0.687,1.65
110,116,0.153,1.0
110,118,0.203,1.0
110,119,0.452,1.09
110,123,0.318,1.0
110,124,0.214,1.0
110,125,0.674,1.62
110,126,0.602,1.45
110,127,0.245,1.0
110,129,0.162,1.0
110,130,0.695,1.67
110,132,0.401,1.0
110,135,0.39,1.0
110,136,0.564,1.35
110,138,0.139,1.0
110,139,0.235,1.0
110,140,0.388,1.0
110,141,0.586,1.41
110,142,0.66,1.58
110,144,0.417,1.0
110,145,0.542,1.3
110,146,0.608,1.46
110,147,0.658,1.58
110,149,0.36,1.0
110,150,0.618,1.48
111,101,0.429,1.03
111,102,0.428,1.03
111,110,0.515,1.24
111,113,0.278,1.0
111,116,0.39,1.0
111,118,0.625,1.5
111,119,0.327,1.0
111,127,0.315,1.0
111,129,0.368,1.0
111,131,0.449,1.08
111,133,0.476,1.14
111,135,0.608,1.46
111,136,0.464,1.11
111,138,0.491,1.18
111,139,0.423,1.02
111,141,0.653,1.57
111,144,0.464,1.11
111,146,0.221,1.0
111,149,0.641,1.54
111,150,0.523,1.25
112,50,0.572,1.37
112,58,0.699,1.68
112,64,0.588,1.41
112,100,0.671,1.61
112,103,0.448,1.08
112,104,0.636,1.53
112,107,0.385,1.0
112,109,0.064,1.0
112,114,0.22,1.0
112,117,0.225,1.0
112,120,0.24,1.0
112,121,0.459,1.1
112,122,0.318,1.0
112,125,0.548,1.32
112,132,0.629,1.51
112,134,0.635,1.52
112,135,0.693,1.66
112,137,0.632,1.52
112,141,0.658,1.58
112,142,0.485,1.16
112,143,0.338,1.0
112,145,0.502,1.21
112,147,0.491,1.18
112,149,0.684,1.64
112,160,0.584,1.4
112,163,0.468,1.12
112,176,0.697,1.67
112,185,0.403,1.0
112,534,0.625,1.5
112,629,0.654,1.57
113,101,0.565,1.36
113,102,0.54,1.3
113,104,0.685,1.64
113,110,0.352,1.0
113,111,0.278,1.0
113,115,0.641,1.54
113,116,0.308,1.0
113,118,0.531,1.27
113,119,0.466,1.12
113,123,0.537,1.29
113,124,0.559,1.34
113,127,0.11,1.0
113,129,0.282,1.0
113,135,0.623,1.49
113,136,0.619,1.49
113,138,0.407,1.0
113,139,0.166,1.0
113,144,0.543,1.3
113,146,0.268,1.0
113,149,0.627,1.5
113,150,0.325,1.0
114,31,0.613,1.47
114,50,0.358,1.0
114,51,0.614,1.47
114,58,0.598,1.44
114,64,0.368,1.0
114,76,0.663,1.59
114,100,0.469,1.13
114,103,0.564,1.35
114,107,0.441,1.06
114,109,0.284,1.0
114,112,0.22,1.0
114,117,0.445,1.07
114,120,0.458,1.1
114,121,0.441,1.06
114,122,0.195,1.0
114,142,0.673,1.61
114,143,0.118,1.0
114,145,0.575,1.38
114,147,0.679,1.63
114,160,0.37,1.0
114,163,0.503,1.21
114,180,0.62,1.49
114,185,0.563,1.35
114,194,0.646,1.55
114,534,0.444,1.07
114,629,0.664,1.59
115,110,0.687,1.65
115,113,0.641,1.54
115,123,0.481,1.16
115,127,0.654,1.57
115,139,0.544,1.3
115,150,0.496,1.19
116,102,0.321,1.0
116,103,0.565,1.36
116,104,0.378,1.0
116,106,0.639,1.53
116,107,0.698,1.67
116,110,0.153,1.0
116,111,0.39,1.0
116,113,0.308,1.0
116,118,0.241,1.0
116,119,0.302,1.0
116,123,0.468,1.12
116,124,0.344,1.0
116,125,0.588,1.41
116,127,0.204,1.0
116,129,0.026,1.0
116,132,0.43,1.03
116,133,0.644,1.55
116,135,0.323,1.0
116,136,0.425,1.02
116,138,0.106,1.0
116,139,0.266,1.0
116,140,0.521,1.25
116,141,0.485,1.16
116,142,0.591,1.42
116,144,0.293,1.0
116,145,0.568,1.36
116,146,0.524,1.26
116,147,0.588,1.41
116,148,0.666,1.6
116,149,0.32,1.0
116,150,0.62,1.49
117,103,0.425,1.02
117,104,0.585,1.4
117,107,0.448,1.08
117,109,0.161,1.0
117,112,0.225,1.0
117,114,0.445,1.07
117,120,0.047,1.0
117,121,0.572,1.37
117,122,0.515,1.24
117,125,0.376,1.0
117,132,0.615,1.48
117,134,0.609,1.46
117,135,0.593,1.42
117,137,0.453,1.09
117,141,0.496,1.19
117,142,0.335,1.0
117,143,0.563,1.35
117,144,0.688,1.65
117,145,0.522,1.25
117,147,0.34,1.0
117,148,0.545,1.31
117,149,0.605,1.45
117,163,0.533,1.28
117,185,0.323,1.0
118,102,0.405,1.0
118,103,0.369,1.0
118,104,0.187,1.0
118,106,0.485,1.16
118,107,0.476,1.14
118,110,0.203,1.0
118,111,0.625,1.5
118,113,0.531,1.27
118,116,0.241,1.0
118,119,0.445,1.07
118,121,0.538,1.29
118,123,0.43,1.03
118,124,0.191,1.0
118,125,0.518,1.24
118,126,0.507,1.22
118,127,0.421,1.01
118,129,0.266,1.0
118,132,0.201,1.0
118,135,0.239,1.0
118,136,0.506,1.22
118,138,0.136,1.0
118,139,0.435,1.04
118,140,0.342,1.0
118,141,0.454,1.09
118,142,0.488,1.17
118,144,0.344,1.0
118,145,0.342,1.0
118,147,0.487,1.17
118,148,0.681,1.63
118,149,0.186,1.0
119,102,0.102,1.0
119,103,0.602,1.45
119,104,0.464,1.11
119,110,0.452,1.09
119,111,0.327,1.0
119,113,0.466,1.12
119,116,0.302,1.0
119,118,0.445,1.07
119,124,0.611,1.47
119,125,0.447,1.07
119,127,0.414,1.0
119,129,0.302,1.0
119,131,0.543,1.3
119,132,0.558,1.34
119,133,0.346,1.0
119,135,0.323,1.0
119,136,0.153,1.0
119,138,0.344,1.0
119,139,0.521,1.25
119,141,0.326,1.0
119,142,0.491,1.18
119,144,0.153,1.0
119,145,0.662,1.59
119,146,0.543,1.3
119,147,0.486,1.17
119,148,0.418,1.0
119,149,0.376,1.0
120,102,0.677,1.63
120,103,0.382,1.0
120,104,0.54,1.3
120,107,0.416,1.0
120,109,0.177,1.0
120,112,0.24,1.0
120,114,0.458,1.1
120,117,0.047,1.0
120,121,0.546,1.31
120,122,0.544,1.3
120,125,0.335,1.0
120,132,0.571,1.37
120,134,0.655,1.57
120,135,0.546,1.31
120,136,0.666,1.6
120,137,0.479,1.15
120,141,0.454,1.09
120,142,0.29,1.0
120,143,0.576,1.38
120,144,0.644,1.54
120,145,0.482,1.16
120,147,0.295,1.0
120,148,0.516,1.24
120,149,0.559,1.34
120,163,0.578,1.39
120,185,0.369,1.0
121,50,0.681,1.63
121,64,0.638,1.53
121,103,0.305,1.0
121,104,0.424,1.02
121,105,0.671,1.61
121,106,0.61,1.46
121,107,0.15,1.0
121,109,0.481,1.15
121,112,0.459,1.1
121,114,0.441,1.06
121,117,0.572,1.37
121,118,0.538,1.29
121,120,0.546,1.31
121,122,0.636,1.53
121,124,0.563,1.35
121,125,0.631,1.51
121,126,0.401,1.0
121,132,0.347,1.0
121,135,0.562,1.35
121,138,0.669,1.61
121,140,0.508,1.22
121,141,0.676,1.62
121,142,0.55,1.32
121,143,0.486,1.17
121,145,0.223,1.0
121,147,0.555,1.33
121,149,0.51,1.23
121,160,0.692,1.66
121,534,0.426,1.02
122,15,0.681,1.63
122,20,0.653,1.57
122,31,0.547,1.31
122,33,0.62,1.49
122,39,0.637,1.53
122,44,0.644,1.55
122,49,0.63,1.51
122,50,0.321,1.0
122,51,0.518,1.24
122,58,0.406,1.0
122,64,0.372,1.0
122,65,0.591,1.42
122,67,0.542,1.3
122,69,0.69,1.66
122,76,0.545,1.31
122,86,0.61,1.46
122,100,0.38,1.0
122,107,0.628,1.51
122,109,0.372,1.0
122,112,0.318,1.0
122,114,0.195,1.0
122,117,0.515,1.24
122,120,0.544,1.3
122,121,0.636,1.53
122,134,0.604,1.45
122,143,0.199,1.0
122,153,0.676,1.62
122,160,0.331,1.0
122,163,0.352,1.0
122,169,0.658,1.58
122,172,0.619,1.48
122,174,0.649,1.56
122,176,0.544,1.3
122,178,0.685,1.64
122,179,0.661,1.59
122,180,0.426,1.02
122,185,0.511,1.23
122,194,0.456,1.09
122,195,0.672,1.61
122,198,0.59,1.42
